verse_key,position,arabic,transliteration,malay_base,english,old_thai,new_thai,category,correction_reason
42:24,13,وَيَمْحُ,wayamḥu,dan menghapuskan,And Allah eliminates,และอัลลอฮฺจะทรงลบล้าง,และจะทรงลบล้าง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
42:37,8,غَضِبُوا۟,ghaḍibū,marah,they are angry,พวกเขาโกรธ,โกรธ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเขา' from verb/phrase to establish strict 1-to-1 match
42:44,2,يُضْلِلِ,yuḍ'lili,menyesatkan,Allah lets go astray,ที่อัลลอฮฺทรงให้หลงทาง,ที่ทรงให้หลงทาง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
42:45,11,وَقَالَ,waqāla,dan berkata,And will say,และบรรดาผู้ที่กล่าวว่า,และกล่าวว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
42:46,11,يُضْلِلِ,yuḍ'lili,menyesatkan,Allah lets go astray,ที่อัลลอฮฺทรงให้หลงทาง,ที่ทรงให้หลงทาง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
42:48,11,وَإِنَّآ,wa-innā,dan sesungguhnya Kami,And indeed,และแท้จริงเมื่อ,และแท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เมื่อ' from verb/phrase to establish strict 1-to-1 match
43:17,8,ظَلَّ,ẓalla,jadilah,becomes,ใบหน้าของเขาก็จะ,ก็จะ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ใบหน้าของเขา' from verb/phrase to establish strict 1-to-1 match
43:32,17,لِّيَتَّخِذَ,liyattakhidha,agar mengambil,so that may take,เพื่อที่บางคนในหมู่พวกเขาจะถือเอา,เพื่อที่จะถือเอา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บางคนในหมู่พวกเขา' from verb/phrase to establish strict 1-to-1 match
45:16,11,وَفَضَّلْنَٰهُمْ,wafaḍḍalnāhum,dan Kami lebihkan mereka,and We preferred them,และเราได้ทรงโปรดปรานพวกเขาเหนือ,และเราได้ทรงโปรดปรานพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เหนือ' from verb/phrase to establish strict 1-to-1 match
45:22,1,وَخَلَقَ,wakhalaqa,dan menciptakan,And Allah created,และอัลลอฮฺทรงสร้าง,และทรงสร้าง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
45:23,6,وَأَضَلَّهُ,wa-aḍallahu,dan membiarkan sesat padanya,and Allah lets him go astray,และอัลลอฮฺทรงปล่อยให้เขาหลงทาง,และทรงปล่อยให้เขาหลงทาง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
45:30,6,فَيُدْخِلُهُمْ,fayud'khiluhum,maka memasukkan mereka,will admit them,ดังนั้นพระเจ้าของพวกเขาจะให้พวกเขาเข้า,ดังนั้นจะให้พวกเขาเข้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระเจ้าของพวกเขา' from verb/phrase to establish strict 1-to-1 match
46:15,5,حَمَلَتْهُ,ḥamalathu,mengandungnya,Carried him,แม่ของเขาอุ้มท้องเขา,อุ้มท้องเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'แม่ของเขา' from verb/phrase to establish strict 1-to-1 match
46:16,5,أَحْسَنَ,aḥsana,lebih baik,(the) best,สิ่งที่ดียิ่ง,ดียิ่ง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
47:3,15,يَضْرِبُ,yaḍribu,menjadikan,Allah presents,อัลลอฮฺทรงยก,ทรงยก,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
47:10,12,دَمَّرَ,dammara,membinasakan,Allah destroyed,อัลลอฮฺทรงทำลาย,ทรงทำลาย,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
47:20,1,وَيَقُولُ,wayaqūlu,dan berkata,And say,และบรรดาผู้ที่,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
48:1,2,فَتَحْنَا,fataḥnā,Kami bukakan/beri kemenangan,We have given victory,ได้ทรงเปิดให้แก่เจ้า,ได้ทรงเปิดให้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'แก่เจ้า' from verb/phrase to establish strict 1-to-1 match
48:3,1,وَيَنصُرَكَ,wayanṣuraka,dan akan menolong kamu,And Allah may help you,และอัลลอฮฺจะทรงช่วยเหลือเจ้า,และจะทรงช่วยเหลือเจ้า,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
48:6,13,وَغَضِبَ,waghaḍiba,dan murka,and Allah's wrath (is),และอัลลอฮฺทรงกริ้ว,และทรงกริ้ว,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
48:21,3,تَقْدِرُوا۟,taqdirū,kamu dapat menguasai,you had power,สามารถมีอำนาจเหนือมัน,สามารถมีอำนาจ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เหนือมัน' from verb/phrase to establish strict 1-to-1 match
48:26,10,فَأَنزَلَ,fa-anzala,maka menurunkan,Then Allah sent down,ดังนั้นอัลลอฮฺจึงทรงประทาน,ดังนั้นจึงทรงประทาน,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
48:27,11,شَآءَ,shāa,menghendaki,Allah wills,อัลลอฮฺทรง,ทรงประสงค์,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
49:1,6,بَيْنَ,bayna,antara,before Allah,(misaligned/shifted),ระหว่าง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
49:1,7,يَدَىِ,yadayi,hadapan,before Allah,(misaligned/shifted),เบื้องหน้า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
49:3,10,ٱمْتَحَنَ,im'taḥana,menguji,Allah has tested,อัลลอฮฺได้ทรงทดสอบ,ได้ทรงทดสอบ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
50:41,3,يُنَادِ,yunādi,menyeru,will call,ผู้เรียกจะเรียก,จะเรียก,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้เรียก' from verb/phrase to establish strict 1-to-1 match
52:18,3,ءَاتَٰهُمْ,ātāhum,memberikan kepada mereka,has given them,พระเจ้าของพวกเขาได้ประทานให้แก่พวกเขา,ได้ประทานให้แก่พวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระเจ้าของพวกเขา' from verb/phrase to establish strict 1-to-1 match
52:21,3,وَٱتَّبَعَتْهُمْ,wa-ittabaʿathum,dan mengikuti mereka,and followed them,และลูกหลานของพวกเขาได้ติดตามพวกเขา,และได้ติดตามพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ลูกหลานของพวกเขา' from verb/phrase to establish strict 1-to-1 match
52:27,1,فَمَنَّ,famanna,maka memberi karunia,But Allah conferred favor,ดังนั้นอัลลอฮฺได้ทรงประทานความโปรดปราน,ดังนั้นได้ทรงประทานความโปรดปราน,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
53:43,1,وَأَنَّهُۥ,wa-annahu,dan bahwasanya,And that He,และแท้จริงพระองค์,และแท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระองค์' from verb/phrase to establish strict 1-to-1 match
53:44,1,وَأَنَّهُۥ,wa-annahu,dan bahwasanya,And that He,และแท้จริงพระองค์,และแท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระองค์' from verb/phrase to establish strict 1-to-1 match
53:48,1,وَأَنَّهُۥ,wa-annahu,dan bahwasanya,And that He,และแท้จริงพระองค์,และแท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระองค์' from verb/phrase to establish strict 1-to-1 match
53:49,1,وَأَنَّهُۥ,wa-annahu,dan bahwasanya,And that He,และแท้จริงพระองค์,และแท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระองค์' from verb/phrase to establish strict 1-to-1 match
54:6,4,يَدْعُ,yadʿu,seorang penyeru,will call,ผู้เรียกร้องจะเรียกร้อง,จะเรียกร้อง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้เรียกร้อง' from verb/phrase to establish strict 1-to-1 match
54:8,4,يَقُولُ,yaqūlu,berkata,Will say,บรรดาผู้ปฏิเสธศรัทธาจะกล่าวว่า,ศรัทธาจะกล่าวว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ปฏิเสธ' from verb/phrase to establish strict 1-to-1 match
55:9,5,تُخْسِرُوا۟,tukh'sirū,kamu mengurangi,make deficient,ทำให้ตาชั่งบกพร่อง,ทำให้บกพร่อง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ตาชั่ง' from verb/phrase to establish strict 1-to-1 match
57:18,4,وَأَقْرَضُوا۟,wa-aqraḍū,dan mereka memberi pinjaman,and who lend,และพวกเขาได้ให้อัลลอฮฺกู้ยืม,และพวกเขาได้ให้กู้ยืมกู้ยืม,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
57:25,19,وَلِيَعْلَمَ,waliyaʿlama,dan hendak mengetahui,and so that Allah may make evident,และเพื่ออัลลอฮฺจะได้ทรงรู้,และเพื่อจะได้ทรงรู้,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:6,8,أَحْصَٰهُ,aḥṣāhu,menghitungnya,Allah has recorded it,อัลลอฮฺทรงบันทึกมันไว้,ทรงบันทึกมันไว้,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:8,30,يُعَذِّبُنَا,yuʿadhibunā,menyiksa kita,Allah punish us,ทำไมอัลลอฮฺจึงไม่ลงโทษเรา,จึงไม่ทรงลงโทษเรา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:11,11,يَفْسَحِ,yafsaḥi,melapangkan,Allah will make room,อัลลอฮฺจะทรงขยายให้กว้างขวาง,จะทรงขยายให้กว้างขวาง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:11,18,يَرْفَعِ,yarfaʿi,meninggikan,Allah will raise,อัลลอฮฺจะทรงยกย่อง,จะทรงยกย่อง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:12,8,بَيْنَ,bayna,diantara,before,(misaligned/shifted),ระหว่าง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
58:12,9,يَدَىْ,yaday,hadapan (sebelum),before,(misaligned/shifted),เบื้องหน้า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
58:13,4,بَيْنَ,bayna,diantara,before,(misaligned/shifted),ระหว่าง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
58:13,5,يَدَىْ,yaday,hadapan (sebelum),before,(misaligned/shifted),เบื้องหน้า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
58:13,11,وَتَابَ,watāba,dan menerima taubat,and Allah has forgiven,และอัลลอฮฺทรงอภัยโทษ,และทรงอภัยโทษ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:21,1,كَتَبَ,kataba,menulis/menetapkan,Allah has decreed,อัลลอฮฺทรงกำหนดไว้แล้ว,ทรงกำหนดไว้แล้ว,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
58:22,38,رَضِىَ,raḍiya,meridai,Allah is pleased,อัลลอฮฺทรง,ทรงยินดี,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
59:2,13,مَا,mā,tidak,Not,(misaligned/shifted),พวกท่านไม่,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,14,ظَنَنتُمْ,ẓanantum,menyangka,you think,(misaligned/shifted),เคยคาดคิดว่า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,15,أَن,an,bahwa,that,(misaligned/shifted),ว่า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,16,يَخْرُجُوا۟ ۖ,yakhrujū,mereka akan keluar,they would leave,(misaligned/shifted),พวกเขาจะออกไป,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,17,وَظَنُّوٓا۟,waẓannū,dan menyangka,and they thought,(misaligned/shifted),และพวกเขาคิดว่า,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,18,أَنَّهُم,annahum,sesungguhnya mereka,that [they],(misaligned/shifted),แท้จริงพวกเขา,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,19,مَّانِعَتُهُمْ,māniʿatuhum,mencegah/mempertahankan mereka,would defend them,(misaligned/shifted),จะได้รับการปกป้อง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,20,حُصُونُهُم,ḥuṣūnuhum,benteng-benteng mereka,their fortresses,(misaligned/shifted),ด้วยป้อมปราการของพวกเขา,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,21,مِّنَ,mina,dari,against,(misaligned/shifted),ให้พ้นจาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,22,ٱللَّهِ,l-lahi,Allah,Allah,(misaligned/shifted),อัลลอฮฺได้,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,23,فَأَتَٰهُمُ,fa-atāhumu,maka mendatangkan pada mereka,But came to them,(misaligned/shifted),แต่แล้วได้มายังพวกเขา,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:2,24,ٱللَّهُ,l-lahu,Allah,Allah,(misaligned/shifted),ซึ่งการลงทัณฑ์ของอัลลอฮฺ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
59:3,1,وَلَوْلَآ,walawlā,dan jika tidak,And if not,และหากว่า,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'หากว่า' from verb/phrase to establish strict 1-to-1 match
59:7,25,ءَاتَٰكُمُ,ātākumu,yang diberikan kepadamu,gives you,ที่ศาสนทูตมอบให้แก่พวกท่าน,ที่มอบให้แก่พวกท่าน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ศาสนทูต' from verb/phrase to establish strict 1-to-1 match
61:9,8,لِيُظْهِرَهُۥ,liyuẓ'hirahu,untuk memenangkan,to make it prevail,เพื่อให้มันมีชัยเหนือ,เพื่อให้มันมีชัย,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เหนือ' from verb/phrase to establish strict 1-to-1 match
63:4,19,قَٰتَلَهُمُ,qātalahumu,membunuh/membinasakan mereka,May destroy them,ขออัลลอฮฺทรงประณาม,ขอทรงประณามพวกเขาเถิด,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
64:13,6,وَعَلَى,waʿalā,dan atas/kepada,And upon,(misaligned/shifted),และยัง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
64:13,7,ٱللَّهِ,l-lahi,Allah,Allah,(misaligned/shifted),อัลลอฮฺ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
64:13,8,فَلْيَتَوَكَّلِ,falyatawakkali,maka hendaklah bertawakkal,let put (their) trust,ดังนั้นบรรดาผู้ศรัทธาจงมอบหมายเถิด,ดังนั้นจงมอบหมายเถิด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ศรัทธา' from verb/phrase to establish strict 1-to-1 match
66:3,11,وَأَظْهَرَهُ,wa-aẓharahu,dan menyatakannya,and made it apparent,และอัลลอฮฺทรงเปิดเผยมัน,และทรงเปิดเผยมัน,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
67:8,9,سَأَلَهُمْ,sa-alahum,bertanya kepada mereka,(will) ask them,บรรดาผู้ดูแลมันจะถามพวกเขาว่า,จะถามพวกเขาว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ดูแลมัน' from verb/phrase to establish strict 1-to-1 match
67:28,4,أَهْلَكَنِىَ,ahlakaniya,membinasakan aku,destroys me,อัลลอฮฺทรงทำลายฉัน,ทรงทำลายฉัน,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
69:14,5,دَكَّةًۭ,dakkatan,kehancuran,(with) a crushing,เป็นการบดขยี้ครั้งเดียว,เป็นการบดขยี้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ครั้งเดียว' from verb/phrase to establish strict 1-to-1 match
72:12,5,نُّعْجِزَ,nuʿ'jiza,kami dapat melemahkan/melepaskan diri,we will cause failure,ที่เราจะทำให้ (อัลลอฮฺ) อ่อนแอได้,ว่าเราจะหนีรอดพ้น,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
74:31,14,لِيَسْتَيْقِنَ,liyastayqina,supaya meyakini,that may be certain,เพื่อที่บรรดาผู้ที่,เพื่อที่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
74:31,28,وَلِيَقُولَ,waliyaqūla,dan supaya mengatakan,and that may say,และเพื่อที่บรรดาผู้ที่,และเพื่อที่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
75:3,1,أَيَحْسَبُ,ayaḥsabu,apakah mengira,Does think,มนุษย์คิดหรือว่า,คิดหรือว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มนุษย์' from verb/phrase to establish strict 1-to-1 match
75:36,1,أَيَحْسَبُ,ayaḥsabu,apakah mengira,Does think,มนุษย์คิดหรือว่า,คิดหรือว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มนุษย์' from verb/phrase to establish strict 1-to-1 match
76:8,1,وَيُطْعِمُونَ,wayuṭ'ʿimūna,dan mereka memberi makan,And they feed,และพวกเขาให้อาหาร,และพวกเขาให้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'อาหาร' from verb/phrase to establish strict 1-to-1 match
76:11,1,فَوَقَٰهُمُ,fawaqāhumu,maka memelihara mereka,But will protect them,ดังนั้นอัลลอฮฺจึงทรงคุ้มครองพวกเขา,ดังนั้นจึงทรงคุ้มครองพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
76:11,4,ذَٰلِكَ,dhālika,demikian/itu,(of) that,ของวันนั้น,ของ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'วันนั้น' from verb/phrase to establish strict 1-to-1 match
77:50,1,فَبِأَىِّ,fabi-ayyi,maka yang manakah,Then in what,ดังนั้น ด้วยคำพูดบทใดเล่า,ดังนั้นด้วยบทใดเล่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'คำพูด' from verb/phrase to establish strict 1-to-1 match
79:25,1,فَأَخَذَهُ,fa-akhadhahu,maka mengambil/menyiksanya,So seized him,ดังนั้นอัลลอฮฺจึงทรงลงโทษเขา,ดังนั้นจึงทรงลงโทษเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
83:32,2,رَأَوْهُمْ,ra-awhum,mereka melihat,they saw them,พวกเขาเห็นพวกเขากล่าวว่า,พวกเขาเห็น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเขากล่าวว่า' from verb/phrase to establish strict 1-to-1 match
88:24,1,فَيُعَذِّبُهُ,fayuʿadhibuhu,maka akan menyiksanya,Then will punish him,ดังนั้นอัลลอฮฺจะทรงลงโทษเขา,ดังนั้นจะทรงลงโทษเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
2:57,11,مَا,mā,apa,that,ที่,สิ่งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'สิ่งที่' (Malay: apa)
2:90,11,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
2:134,3,قَدْ,qad,sungguh,(which),ที่,ได้,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'ได้' (Malay: sungguh)
2:198,4,أَن,an,untuk,that,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: untuk)
2:211,15,مَا,mā,apa,[what],ที่,สิ่งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'สิ่งที่' (Malay: apa)
2:228,9,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
2:229,11,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
2:230,17,أَن,an,bahwa,if,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
2:237,5,أَن,an,jika,[that],ที่,หาก,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'หาก' (Malay: jika)
2:271,15,مِّن,min,dari,[of],ซึ่ง,จาก,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ซึ่ง' to 'จาก' (Malay: dari)
2:282,80,أَن,an,bahwa/untuk,that,ที่,เพื่อ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อ' (Malay: bahwa/untuk)
3:79,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
3:93,15,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
3:112,5,مَا,mā,apa/saja,that,ที่,ก็ตามที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'ก็ตามที่' (Malay: apa/saja)
3:143,7,أَن,an,bahwa,[that],ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
3:145,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
3:161,4,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
3:188,8,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
4:27,3,أَن,an,supaya,to,ที่,เพื่อที่,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อที่' (Malay: supaya)
4:27,10,أَن,an,supaya,that,ที่,เพื่อที่,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อที่' (Malay: supaya)
4:91,9,مَا,mā,apa/kali,that,ที่,ครั้งที่,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'ครั้งที่' (Malay: apa/kali)
4:92,21,أَن,an,akan,that,ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
4:101,8,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
4:102,52,أَن,an,akan,that,ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
4:128,12,أَن,an,akan,that,ที่,ที่จะ,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ที่จะ' (Malay: akan)
4:164,2,قَدْ,qad,sungguh,surely,ที่,ได้,PARTICLE_INVERSION_FIX,Restored proper lexical fidelity from phantom particle 'ที่' to 'ได้' (Malay: sungguh)
4:171,40,أَن,an,bahwa,That,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
5:1,8,بَهِيمَةُ,bahīmatu,binatang,the quadruped,ซึ่ง,สัตว์,CORRECT_NOUN_FIDELITY,Corrected phantom particle 'ซึ่ง' to noun 'สัตว์' (bahimatu / binatang / beast of cattle)
5:29,3,أَن,an,agar,that,ที่,เพื่อว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อว่า' (Malay: agar)
5:31,15,أَنْ,an,agar,that,ที่,เพื่อว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อว่า' (Malay: agar)
5:34,6,أَن,an,bahwa,that,ที่,ว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'ว่า' (Malay: bahwa)
5:41,56,أَن,an,agar,that,ที่,เพื่อว่า,SUBORDINATING_PARTICLE_ALIGNMENT,Aligned subordinating particle 'an' to contextual Thai subordinator 'เพื่อว่า' (Malay: agar)
5:67,12,فَمَا,famā,maka tidak,then not,ดังนั้น,ดังนั้นก็มิได้,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: maka tidak)
5:67,13,بَلَّغْتَ,ballaghta,kamu menyampaikan,you (have) conveyed,เจ้าก็ไม่ได้เผยแผ่,เจ้าได้เผยแผ่,WBW_ALIGNMENT_IMPROVEMENT,Refined WBW translation fidelity to match Malay headword: 'kamu menyampaikan'
5:74,1,أَفَلَا,afalā,maka mengapa tidak,So will not,แล้วทำไม,พวกเขาจะไม่...หรือ,BOUNDARY_NEGATION_DECOUPLING,Decoupled compound negation and word-boundary leak (Malay: maka mengapa tidak)
5:74,2,يَتُوبُونَ,yatūbūna,mereka bertaubat,they turn in repentance,พวกเขาจึงไม่สำนึกผิด,กลับเนื้อกลับตัว,WBW_ALIGNMENT_IMPROVEMENT,Refined WBW translation fidelity to match Malay headword: 'mereka bertaubat'
